"Indicator","Year","Geography","Sex","AgeGroup","Location","Value","Unit","Source","DataType"
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Both Sexes","Not Available","Not Available","3.9","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Both Sexes","Not Available","Not Available","3.9","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Both Sexes","Not Available","Not Available","3.9","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Both Sexes","Not Available","Not Available","3.9","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Both Sexes","Not Available","Not Available","3.9","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2010","Mali","Male","Not Available","Not Available","4.99","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Both Sexes","Not Available","Not Available","3.34","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Female","Not Available","Not Available","2.41","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2015","Mali","Male","Not Available","Not Available","4.27","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
"Mortality rate from unintentional poisoning (per 100 000 population)","2000","Malta","Male","Not Available","Not Available","0.26","Rate (per 100,000 population)","Global Health Observatory",""
